domain,scraped_url,company_name,num_employees,parent_company,annual_sales
thehill.com,www.thehill.com,Capitol Hill Publishing,70,NA,22.57M
thehour.com,www.thehour.com,Hour Publishing Company,205,NA,14.47M
theintelligencer.com,www.theintelligencer.com,Edwardsville Publishing Co Inc,73,The Hearst Corporation,10.96M
theledger.com,www.theledger.com,The Ledger,385,"Halifax Media Holdings, LLC",52.66M
themonroetimes.com,www.themonroetimes.com,Monroe Northsider,2,NA,277.56K
thenewdaily.com.au,www.thenewdaily.com.au,THE NEW DAILY PTY LTD,25,INDUSTRY SUPER HOLDINGS PTY. LTD,3.51M
thepostathens.com,www.thepostathens.com,Athens Underground,1,NA,491.64K
theprovince.com,www.theprovince.com,Hub City Driver Training,3,NA,488.23K
therealnews.com,www.therealnews.com,The Real News,4,NA,184.36K
theroot.com,www.theroot.com,The Root,5,NA,486.75K
thescottishsun.co.uk,www.thescottishsun.co.uk,SCOTTISH NEWS NETWORK LIMITED,4,STV SERVICES LIMITED,215.50K
thestar.co.uk,www.thestar.co.uk,Angling Star,250,NA,16.23M
thestar.com,www.thestar.com,Toronto Star Newspapers Limited,1570,Torstar Corporation,299.70M
thestate.com,www.thestate.com,The State Media Company,1,Jck Legacy Company,253.40K
thestranger.com,www.thestranger.com,Index Publishing,92,NA,17.24M
thesun.co.uk,www.thesun.co.uk,THE SUNDAY TIMES LIMITED,1000,TIMES NEWSPAPERS LIMITED,67.75M
thetimes.co.uk,www.thetimes.co.uk,The Sunday Times,300,NA,19.47M
theverge.com,www.theverge.com,Amazon,19,NA,1.03M
theweek.co.uk,www.theweek.co.uk,THE WEEK LIMITED,41,DENNIS PUBLISHING LIMITED,35.98M
theweek.com,www.theweek.com,"Dennis Publishing, Inc.",100,DENNIS PUBLISHING LIMITED,46.64M
thisismoney.co.uk,www.thisismoney.co.uk,MAIL FINANCE SERVICES LIMITED,6,DMG MEDIA LIMITED,1.33M
thrillist.com,www.thrillist.com,Mmetro.com LLC,113,NA,25.18M
tichyseinblick.de,www.tichyseinblick.de,Tichys Einblick GmbH,4,RT Media GmbH,0.85M
tiempo.com,www.tiempo.com,ALPRED SL,20,NA,4.39M
timeout.com,www.timeout.com,TIME OUT GROUP PLC,318,NA,60.38M
timescolonist.com,www.timescolonist.com,TC Publication Limited Partnership,175,NA,28.28M
timesfreepress.com,www.timesfreepress.com,Chattanooga Publishing Company,200,"Wehco Newspapers, Inc.",40.39M
timesunion.com,www.timesunion.com,Newspaper Times Union,44,NA,4.98M
tomsguide.fr,www.tomsguide.fr,GALAXIE MEDIA,50,NA,5.32M
tpi.it,www.tpi.it,THE POST INTERNAZIONALE SRL,8,NA,1.23M
transfermarkt.co.uk,www.transfermarkt.co.uk,DIAMOND SPORTS MANAGEMENT LTD,1,NA,48.41K
treehugger.com,www.treehugger.com,Treehugger Naturals Inc,1,NA,208.62K
trib.com,www.trib.com,Wyoming Financial Publications,18,NA,1.27M
triblive.com,www.triblive.com,"Trib Total Media, LLC",1100,NA,108.24M
tributes.com,www.tributes.com,Tributes,6,NA,133.31K
trouw.nl,www.trouw.nl,Trouw B.V.,124,NA,39.68M
truthdig.com,www.truthdig.com,"Truthdig, LLC",5,NA,0.55M
tsn.ca,www.tsn.ca,CTV Specialty Television Inc,700,Bell Média Inc,230.70M
tubantia.nl,www.tubantia.nl,V.O.F. Café Smudde,2,NA,162.33K
tusciaweb.eu,www.tusciaweb.eu,TUSCIAWEB SRL,1,NA,347.92K
twincities.com,www.twincities.com,Pioneer Press,2,NA,2.27M
tz.de,www.tz.de,Merkur tz Redaktions GmbH & Co.KG,80,NA,12.39M
ukr.net,ukr.net,"DYTYACHA KLINICHNA LIKARNYA N. 8 SHEVCHENKIVSKOGO RAIONU MISTA KYEVA, KP",105,"KYIVSKA MISKA RADA, ORGAN DERZHAVNOI VLADY",8.67M
ultimahora.es,www.ultimahora.es,HORA NOVA SA,123,"ULTIMA HORA, SA",13.43M
uncrate.com,www.uncrate.com,Uncrate Supply LLC,8,NA,3.59M
unilad.co.uk,www.unilad.co.uk,UNILAD GROUP LIMITED,37,LADBIBLE GROUP LIMITED,8.86K
unionesarda.it,www.unionesarda.it,L'UNIONE SARDA SPA,113,NA,25.46M
unionleader.com,www.unionleader.com,Union Leader Corporation,350,NA,70.33M
upi.com,www.upi.com,"United Press International, Inc.",133,"News World Communications, Inc.",9.12M
usnews.com,www.usnews.com.ezproxy.library.tufts.edu,U.S. News & World Report,81,NA,16.20M
vancouversun.com,www.vancouversun.com,"Vancouver Sun, The",5,NA,0.90M
varesenews.it,www.varesenews.it,VARESE WEB SRL,10,NA,1.45M
variety.com,www.variety.com.ezproxy.library.tufts.edu,Variety Inc,75,NA,6.12M
vcstar.com,www.vcstar.com,"Ventura County Star, LLC",3,NA,0.58M
vfiles.com,www.vfiles.com,"Vfiles, LLC",9,NA,1.77M
vice.com,www.vice.com,Vice Media LLC,753,NA,302.11M
villagevoice.com,www.villagevoice.com.ezproxy.library.tufts.edu,Village Voice Media LLC,220,NA,24.02M
vogue.fr,www.vogue.fr,SARL 3D,3,NA,0.56M
volkskrant.nl,www.volkskrant.nl,Servientes B.V.,166,NA,4.75M
vozpopuli.com,www.vozpopuli.com,VOZPOPULI DIGITAL SA.,39,ECOPOLIS DIGITAL SL.,3.59M
vsd.fr,www.vsd.fr,SNC VSD,40,NA,7.65M
walesonline.co.uk,www.walesonline.co.uk,South Wales Echo,900,NA,58.42M
want.nl,www.want.nl,Mediahuis Nederland B.V.,-1,Mediahuis Nederland B.V.,23.63K
washingtoncitypaper.com,www.washingtoncitypaper.com,"MDE City Paper Holdings, LLC",21,NA,2.38M
washingtonexaminer.com,www.washingtonexaminer.com,The Washington Newspaper Publishing Company LLC,200,NA,22.51M
washingtonmonthly.com,www.washingtonmonthly.com,Washington Monthly Publishing LLC,20,NA,1.22M
washingtonpost.com,www.washingtonpost.com.ezproxy.library.tufts.edu,"Washingtonpost.newsweek Interactive Company, LLC",290,NA,49.06M
washingtontimes.com,www.washingtontimes.com,"News World Communications, Inc.",1000,"One Up Enterprises, Inc.",106.61M
waz.de,www.waz.de,Zeitungsverlag Niederrhein Gesellschaft mit beschränkter Haftung,3,FUNKE MEDIEN NRW GmbH,79.61K
wcfcourier.com,www.wcfcourier.com,"Waterloo Courier, Inc.",16,"Lee Publications, Inc.",10.61M
weatherbug.com,www.weatherbug.com,Rain Networks,1,NA,47.72K
weatherforyou.com,www.weatherforyou.com,Weatherforyou.com LLC,1,NA,38.67K
weatherstreet.com,www.weatherstreet.com,Snow & Snow,2,NA,150K
weeklystandard.com,www.weeklystandard.com,The Weekly Standard LLC,22,NA,0.95M
weer.nl,www.weer.nl,MeteoGroup Nederland B.V.,140,MeteoGroup Dutch Holdco B.V.,13.84M
weeronline.nl,www.weeronline.nl,Infoplaza Network B.V.,32,Infoplaza B.V.,2.62M
welingelichtekringen.nl,www.welingelichtekringen.nl,Wel B.V.,10,NA,1.77M
welt.de,www.geruest-welt.de,GERÜST-WELT.DE GmbH,3,RUX GmbH,2.65M
westernjournal.com,www.westernjournal.com,Western Center For Journalism,6,NA,114.90K
westword.com,www.westword.com,"Denver Westword, LLC",5,NA,1.23M
wetter.com,www.wetter.com,wetter.com GmbH,62,Seven.One Entertainment Group GmbH,23.66M
wetteronline.de,www.wetteronline.de,WetterOnline - Meteorologische Dienstleistungen GmbH,141,NA,5.18M
wetterzentrale.de,www.wetterzentrale.de,Zentrale Archiv,4,NA,176.97K
which.co.uk,www.which.co.uk.ezproxy.library.tufts.edu,CONSUMERS' ASSOCIATION,416,NA,119.51M
wickedlocal.com,www.wickedlocal.com,Wellesley Development & Construction Co Inc,16,NA,1.61M
winfuture.de,www.winfuture.de,Sebastian Kuhbach,1,NA,61.97K
winnipegfreepress.com,www.winnipegfreepress.com,FP Canadian Newspapers Limited Partnership,630,NA,120.26M
wired.co.uk,www.wired.co.uk,WIRED POST LTD,2,NA,179.82K
wired.com,www.wet-wired.com,WET-WIRED.COM LTD,2,NA,87.05K
wnd.com,www.wnd.com,"Worldnetdaily.com, Inc.",35,NA,10.90M
womansday.com,www.womansday.com,Day Woman's,9,NA,497.39K
wsj.com,www.wsj.com.ezproxy.library.tufts.edu,The Wall Street Journal Europe,9,NA,2.09M
wsws.org,www.wsws.org,Wsws.org Inc.,17,NA,0.56M
wtop.com,www.wtop.com,"Hubbard Radio Washington Dc, LLC",180,"Hubbard Radio, LLC",26.70M
wunderground.com,www.wunderground.com,"Weather Underground, LLC",150,The Weather Company LLC,4.31M
wvgazettemail.com,www.wvgazettemail.com,"Etbn Group, LLC",295,NA,30.39M
xe.com,www.xe.com,XE.com Inc,128,XE Corporation,29.45M
yakimaherald.com,www.yakimaherald.com,Yakima Valley Umpire Association,9,NA,349.61K
yaledailynews.com,www.yaledailynews.com,Yale Daily News Publishing Co Inc,4,NA,334.68K
yardbarker.com,www.yardbarker.com,Yardbarker Inc.,25,"Fox Sports Interactive Media, LLC",4.11M
yorkshireeveningpost.co.uk,www.yorkshireeveningpost.co.uk,Hi 5's Day Nursery,24,NA,0.75M
zdnet.fr,www.zdnet.fr,DU CLOUD,1,NA,175.58K
zeit.de,www.zeit.de.ezproxy.library.tufts.edu,Zeitverlag Gerd Bucerius GmbH & Co. KG,500,NA,67.21M
pixabay.com,www.pixabay.com,Hans Braxmeier und Simon Steinberger,2,NA,174.63K
aafp.org,www.aafp.org.ezproxy.library.tufts.edu,American Academy of Family Physicians,390,NA,100.50M
abendzeitung-muenchen.de,www.abendzeitung-muenchen.de,"Verlag "" Die Abendzeitung "" Gesellschaft mit beschränkter Haftung & Co.Kommanditgesellschaft",108,NA,34.03M
acbnewsonline.com.au,www.acbnewsonline.com.au,PACIFIC FINANCIAL NEWS PTY. LTD.,3,NA,0.62M
alaraby.co.uk,www.alaraby.co.uk,ALARABY ALJADEED LTD,76,FADAAT MEDIA LIMITED,7.10M
apotheken-umschau.de,www.apotheken-umschau.de,"Herzog-Apotheke Rüdiger Hassmann, Nachfolger Bernd Stelzen e.K.",5,NA,0.68M
asianage.com,www.asianage.com,ASIAN AGE (EASTERN) INDIA PUBLISHERS LIMITED,75,NA,16M
augsburger-allgemeine.de,www.augsburger-allgemeine.de,Druckerei und Verlag Karl Ziegler GmbH,10,Ziegler Verlags OHG,3.65M
badische-zeitung.de,www.badische-zeitung.de,Badischer Verlag GmbH & Co. KG,448,BZ.medien GmbH & Co. KG,87.99M
accc.gov.au,www.accc.gov.au,AUSTRALIAN COMPETITION & CONSUMER COMMISSION,715,DEPARTMENT OF THE TREASURY,130.89M
berliner-zeitung.de,www.berliner-zeitung.de,BV Immobilienverwaltungsgesellschaft Berlin GmbH,57,BV Deutsche Zeitungsholding GmbH,23.21M
bz-berlin.de,www.bz-berlin.de,B.Z. Ullstein GmbH,128,"""Axel Springer Verlag"" Beteiligungsgesellschaft mit beschränkter Haftung",44.14M
ccifrance-international.org,www.ccifrance-international.org,MERLIN INTERNATIONAL EXPORT,12,NA,8.62M
china.com.cn,www.china.com.cn,China Internet Information Center,240,NA,3.66M
chinadaily.com.cn,www.chinadaily.com.cn,China Daily,2000,NA,108.55M
adecco.it,www.adecco.it,ADECCO ITALIA SPA,69103,ADECCO ITALIA HOLDING DI PARTECIPAZIONE E SERVIZI SPA,1.88B
airbnb.co.uk,www.airbnb.co.uk,AIRBNB PAYMENTS UK LIMITED,2,NA,160.40M
core.ac.uk,www.core.ac.uk,Text Core AB,1,NA,42.09K
culture-form.com,www.culture-form.com,CULTURE FORM GmbH,16,NA,1.38M
motors.co.uk,www.motors.co.uk,MOTORS.CO.UK LIMITED,77,GUMTREE.COM LIMITED,15.03M
dailypioneer.com,www.dailypioneer.com,CMYK PRINTECH LIMITED,10,NA,7.18M
deccanchronicle.com,www.deccanchronicle.com,DECCAN CHRONICLE HOLDINGS LIMITED,585,NA,120.68M
alexanderhotels.co.uk,www.alexanderhotels.co.uk,UTOPIA LEISURE LIMITED,401,NA,23.70M
dnaindia.com,www.dnaindia.com,VRRP SPIRITUAL LEARNING (INDIA),20,NA,1.17M
echo.msk.ru,www.echo.msk.ru,"EKHO MOSKVY, AO",188,NA,6.94M
ettoday.net,www.ettoday.net,"ET NEW MEDIA HOLDING CO., LTD.",98,Eastern Media International Corporation,5.25M
financialexpress.com,www.financialexpress.com,VERM INDIA,160,NA,20.03M
freepressjournal.in,www.freepressjournal.in,ASHWAMEDHA ARTS PRIVATE LIMITED,124,NA,2.92M
gironews.com,www.gironews.com,EDITORA FREELY LTDA,7,NA,414.48K
gismeteo.ru,gismeteo.ru,MAPMAKERS GROUP LTD,74,NA,8.72M
globaltimes.cn,www.globaltimes.cn,Global Times Office,265,Beijing People's Daily,46.72M
gq-magazine.co.uk,www.gq-magazine.co.uk,Best Barber,2,NA,60.58K
greaterkashmir.com,www.greaterkashmir.com,JAMMU AND KASHMIR HANDICRAFTS (SALES AND EXPORT) CORPORATION LIMITED,200,GOVERNMENT OF JAMMU & KASHMIR,8.37M
haber7.com,www.haber7.com,NOKTA ELEKTRONIK MEDYA ANONIM SIRKETI,51,YURT HABER AJANSI VE TICARET ANONIM SIRKETI,14.86M
hindustantimes.com,www.hindustantimes.com,HINDUSTAN TIMES.COM PRIVATE LIMITED,200,NA,4.60M
auchan.fr,www.auchan.fr,AUCHAN HYPERMARCHE,49680,AUCHAN RETAIL FRANCE,13.83B
hongkongpost.hk,www.hongkongpost.hk,Hongkong Post,6245,Commerce & Economic Development Bureau,0.65B
indianexpress.com,www.indianexpress.com,INDIAN INDUSTRIAL SECURITY SERVICES PRIVATE LIMITED,471,NA,71.82M
inn.co.il,www.inn.co.il,BESHBA RELIGIOUS PUBLIS WEEKLY NEWSPAPER LTD.,225,7 in Seven Jewish Zionist Communications Ltd,15.94M
ancestry.com,www.ancestry.com,Ancestry.com Holdings LLC,1385,NA,0.81B
audi.de,www.audi.de,Audi Sport GmbH,830,AUDI Aktiengesellschaft,123.88M
levante-emv.com,www.levante-emv.com,EDITORIAL PRENSA VALENCIANA SOCIEDAD ANONIMA,128,EPIGRAFICAS SL,13.44M
manager-magazin.de,www.manager-magazin.de,manager magazin Verlagsgesellschaft mit beschränkter Haftung,51,Rudolf Augstein Gesellschaft mit beschränkter Haftung,15.25M
manoramaonline.com,www.manoramaonline.com,THE MALAYALA MANORAMA COMPANY PRIVATE LIMITED,2484,NA,157.61M
mathrubhumi.com,www.mathrubhumi.com,MATHRUBHOOMI PRESS (EXEMPTED),2480,NA,352.14M
mid-day.com,www.mid-day.com,HOLIDAY INN,8500,NA,300.79M
nationalnewswatch.com,www.nationalnewswatch.com,National Newswatch Inc.,2,NA,444.72K
newindianexpress.com,www.newindianexpress.com,ACE DISTRIBUTORS PRIVATE LIMITED,16,NA,3.01M
news-journal.com,www.news-journal.com,"M. Roberts Media, LLC",140,NA,24.61M
news-journalonline.com,www.news-journalonline.com,News-Journal Corporation,875,NA,68.80M
nownews.com,www.nownews.com,"NOWNEWS NETWORK CO., LTD.",150,"GAMANIA DIGITAL ENTERTAINMENT CO., LTD",16.92M
n-tv.de,www.n-tv.de,ntv Nachrichtenfernsehen GmbH,116,RTL Television GmbH,89.73M
zomato.com,www.zomato.com,ZOMATO LIMITED,3396,NA,230.84M
onedio.com,www.onedio.com,ONEDIO BILISIM YAZILIM MEDYA TEKNOLOJI SANAYI VE TICARET ANONIM SIRKETI,86,NA,4.11M
onet.pl,www.onet.pl,ONET,16,NA,1.04M
ouest-france.fr,www.ouest-france.fr,SOCIETE OUEST FRANCE,2000,SOCIETE D'INVESTISSEMENTS PARTICIPATIONS,349.67M
people.com.cn,www.people.com.cn,"People.Cn Co.,Ltd",3537,NA,338.33M
post.lu,www.post.lu,POST Telecom S.A.,150,POST Luxembourg,0.53B
project-syndicate.org,www.project-syndicate.org,RAMESH SYNDICATE,11,NA,2.03M
prothomalo.com,www.prothomalo.com,PROTHOM ALO,570,NA,109.69M
rappler.com,www.rappler.com,RAPPLER INC.,110,RAPPLER HOLDINGS CORPORATION,5.84M
koerbersfinejewelry.com,www.koerbersfinejewelry.com,Koerber's Gold Exchange,3,NA,0.73M
rediff.com,www.investor.rediff.com,REDIFF. COM INDIA LIMITED,1000,NA,4.98M
rp5.ru,rp5.ru,"RASPISANIE POGODY, OOO",11,NA,11.93K
rp-online.de,www.rp-online.de,Rheinische-Presse Rundfunk GmbH,3,NA,315.51K
sabah.com.tr,www.sabah.com.tr,MERKEZ GAZETE DERGI BASIM YAYINCILIK SANAYI VE TICARET ANONIM SIRKETI,1147,NA,0.54B
siasat.com,www.siasat.com,SIASAT DAILY NEWSPAPER,43,NA,6.11M
sj-r.com,www.sj-r.com,"Gatehouse Media Illinois Holdings II, Inc.",375,"Gannett Co., Inc.",49.43M
snow-forecast.com,www.snow-forecast.com,SNOW-FORECAST.COM LTD,3,NA,166.76K
southhams-today.co.uk,www.southhams-today.co.uk,SOUTH HAMS NEWSPAPERS LIMITED,25,TINDLE NEWSPAPERS LIMITED,1.63M
spiked-online.com,www.spiked-online.com,SPIKED LIMITED,5,NA,203.51K
stuttgarter-zeitung.de,www.stuttgarter-zeitung.de,Stuttgarter Zeitung Verlagsgesellschaft mbH,275,Medienholding Süd GmbH,89.01M
sulekha.com,www.sulekha.com,SULEKHA .COM NEW MEDIA PRIVATE LIMITED,400,Smart Information Worldwide Inc,30.12M
sun-sentinel.com,www.sun-sentinel.com,"Sun-Sentinel Company, LLC",900,Tribune Publishing Company,163.41M
dreamteamfc.com,www.dreamteamfc.com,Dream Team,3,NA,433.85K
thebetterindia.com,www.thebetterindia.com,VARIAR BAKERY,90,NA,20.64M
the-gazette.co.uk,www.the-gazette.co.uk,The Johnstone & Renfrewshire Gazette,30,NA,1.95M
thehindu.com,www.thehindu.com,KASTURI & SONS LIMITED,3000,NA,2.63M
thehindubusinessline.com,www.thehindubusinessline.com,TRUPTI TRADING,17,NA,4.09M
cdkeys.com,www.cdkeys.com,CD Keys GmbH,3,NA,367.29K
thetimes-tribune.com,www.thetimes-tribune.com,The Scranton Times L P,691,NA,63.52M
adidas.com,www.adidas.com,ADIDAS (U.K.) LIMITED,1146,adidas International B.V.,1.34B
chronofhorse.com,www.chronofhorse.com,The Chronicle of The Horse LLC,1,Vistan Corporation,8.07M
tribuneindia.com,www.tribuneindia.com,THE TRIBUNE TRUST,3000,NA,0.64B
tribunnews.com,www.tribunnews.com,PT. TRIBUN DIGITAL ONLINE,84,PT. INDOPERSDA PRIMAMEDIA,16.54M
unisys.com,www.unisys.com,Unisys Corporation,17200,NA,2.05B
weather2umbrella.com,www.weather2umbrella.com,WEATHER2UMBRELLA LTD,1,NA,154.70K
spektrum.de,www.spektrum.de,Spektrum der Wissenschaft Verlagsgesellschaft mbH,70,Springer Nature International GmbH,10.14M
wz-net.de,www.wz-net.de,J. Gronemann GmbH & Co. KG,40,NA,6.76M
xinhuanet.com,www.xinhuanet.com,Xinhua News Agency,10000,NA,0.54B
yonhapnews.co.kr,www.yonhapnews.co.kr,"YONHAP NEWS AGENCY CO.,LTD.",834,NA,254.45M
yr.no,www.yr.no,Yr Corporation,4,NA,187.07K
zougla.gr,www.zougla.gr,ZOUGLA GR S.A.,45,FIDELE REAL ESTATE S.A.,2.07M
iqiyi.com,www.iqiyi.com,"Beijing iQIYI Science & Technology Co., Ltd.",1212,NA,102.09M
livemint.com,www.livemint.com,A B I PRIVATE LIMITED,650,NA,154.05M
telegraphindia.com,www.telegraphindia.com,CHAMURCHI AGRO (INDIA) LIMITED,1055,NA,24.09M
go.com,www.trend-go.com,TREND-GO.COM INC.,50,"JING HUI INVESTMENT CO., LTD.",4.16M
abcnews.go.com,abcnews.go.com,"A B C NEWS INTERCONTINENTAL, INC",60,"ABC News Intercontinental, Inc.",16.17M
giphy.com,www.giphy.com,"Giphy, Inc.",119,"Instagram, LLC",11.11M
ndtv.com,www.ndtv.com,NDTV LABS LIMITED,950,NDTV NETWORKS LIMITED,108.31M
pixnet.net,www.pixnet.net,PIXNET DIGITAL MEDIA CORP.,140,CITE PUBLISHING LIMITED,17.62M
